"state_code","category","description","unit","amount"
"ME","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",-200.00
"ME","Nuclear-Consumption","Change 1990-2000","Billion Btu",-51436
"ME","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",4.50
"ME","Nuclear-Consumption","Change 2000-2010","Billion Btu",0
"ME","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",0
"ME","Nuclear-Consumption","Change 2010-2020","Billion Btu",0
"ME","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",-11.43
"ME","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",0.37
"ME","Renewable-Consumption","Change 1980-1990","Billion Btu",30506
"ME","Renewable-Consumption","Change 1990-2000","Billion Btu",11395
"ME","Renewable-Consumption","Change 1970-1980","Billion Btu",61704
"ME","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",4.77
"ME","Renewable-Consumption","Change 2000-2010","Billion Btu",903
"ME","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",40.91
"ME","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",14.38
"ME","Renewable-Consumption","Change 2010-2020","Billion Btu",-25224
"ME","Renewable-Production","Percent Change 1990-2000","Billion Btu",4.77
"ME","Renewable-Production","Percent Change 2010-2020","Billion Btu",-12.27
"ME","Renewable-Production","Change 1970-1980","Billion Btu",123408
"ME","Renewable-Production","Change 1990-2000","Billion Btu",22790
"ME","Renewable-Production","Change 2000-2010","Billion Btu",-8056
"ME","Renewable-Production","Percent Change 1970-1980","Billion Btu",40.91
"ME","Renewable-Production","Percent Change 1980-1990","Billion Btu",14.38
"ME","Renewable-Production","Change 2010-2020","Billion Btu",-52147
"ME","Renewable-Production","Percent Change 2000-2010","Billion Btu",-1.67
"ME","Renewable-Production","Change 1980-1990","Billion Btu",61012
"MI","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",5.56
"MI","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",-65704
"MI","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-228387
"MI","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",-11.90
"MI","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",-0.03
"MI","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-7.02
"MI","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",-1176
"MI","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",224158
"MI","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",-1.71
"MI","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",-440678
"MI","Fossil Fuel-Production","Change 1990-2000","Billion Btu",-68260
"MI","Fossil Fuel-Production","Change 2000-2010","Billion Btu",-5377
"MI","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",-8.48
"MI","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",-38.63
"MI","Fossil Fuel-Production","Change 1980-1990","Billion Btu",-81965
"MI","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",-66.32
"MI","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",55.77
"MI","Fossil Fuel-Production","Change 2010-2020","Billion Btu",-16599
"MI","Fossil Fuel-Production","Change 1970-1980","Billion Btu",128267
"MI","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",-37.62
"MI","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",27.62
"MI","Nuclear-Consumption","Change 1980-1990","Billion Btu",55343
"MI","Nuclear-Consumption","Change 1990-2000","Billion Btu",-31757
"MI","Nuclear-Consumption","Change 1970-1980","Billion Btu",169226
"MI","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",1.50
"MI","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",17.55
"MI","Nuclear-Consumption","Change 2000-2010","Billion Btu",112711
"MI","Nuclear-Consumption","Change 2010-2020","Billion Btu",7096
"MI","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",96.48
"MI","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",-10.20
"MI","Renewable-Consumption","Change 1980-1990","Billion Btu",-873
"MI","Renewable-Consumption","Change 1990-2000","Billion Btu",16202
"MI","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",-0.57
"MI","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",37.43
"MI","Renewable-Consumption","Change 1970-1980","Billion Btu",48730
"MI","Renewable-Consumption","Change 2000-2010","Billion Btu",41860
"MI","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",9.56
"MI","Renewable-Consumption","Change 2010-2020","Billion Btu",75048
"MI","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",23.80
"MI","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",19.08
"MI","Renewable-Production","Percent Change 1970-1980","Billion Btu",37.43
"MI","Renewable-Production","Change 1980-1990","Billion Btu",-10107
"MI","Renewable-Production","Change 1990-2000","Billion Btu",25041
"MI","Renewable-Production","Change 2010-2020","Billion Btu",148034
"MI","Renewable-Production","Percent Change 1990-2000","Billion Btu",7.85
"MI","Renewable-Production","Change 1970-1980","Billion Btu",97459
"MI","Renewable-Production","Change 2000-2010","Billion Btu",37902
"MI","Renewable-Production","Percent Change 1980-1990","Billion Btu",-3.38
"MI","Renewable-Production","Percent Change 2010-2020","Billion Btu",27.60
"MI","Renewable-Production","Percent Change 2000-2010","Billion Btu",10.26
"MN","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",-9490
"MN","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",5.78
"MN","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-7.45
"MN","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",94433
"MN","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-138435
"MN","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",-3.35
"MN","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",-0.61
"MN","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",278491
"MN","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",-67967
"MN","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",14.22
"MN","Fossil Fuel-Production","Change 1980-1990","Billion Btu",0
"MN","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",0
"MN","Fossil Fuel-Production","Change 1970-1980","Billion Btu",0
"MN","Fossil Fuel-Production","Change 2010-2020","Billion Btu",0
"MN","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",0
"MN","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",0
"MN","Fossil Fuel-Production","Change 1990-2000","Billion Btu",0
"MN","Fossil Fuel-Production","Change 2000-2010","Billion Btu",0
"MN","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",0
"MN","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",0
"MN","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",100.00
"MN","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",5.54
"MN","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",3.36
"MN","Nuclear-Consumption","Change 2010-2020","Billion Btu",12387
"MN","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",2.74
"MN","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",10.42
"MN","Nuclear-Consumption","Change 1990-2000","Billion Btu",6702
"MN","Nuclear-Consumption","Change 2000-2010","Billion Btu",5713
"MN","Nuclear-Consumption","Change 1980-1990","Billion Btu",19084
"MN","Nuclear-Consumption","Change 1970-1980","Billion Btu",109374
"MN","Renewable-Consumption","Change 2000-2010","Billion Btu",120345
"MN","Renewable-Consumption","Change 2010-2020","Billion Btu",61547
"MN","Renewable-Consumption","Change 1970-1980","Billion Btu",21972
"MN","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",32.32
"MN","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",30.86
"MN","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",15.42
"MN","Renewable-Consumption","Change 1990-2000","Billion Btu",43674
"MN","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",43.40
"MN","Renewable-Consumption","Change 1980-1990","Billion Btu",6178
"MN","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",6.99
"MN","Renewable-Production","Percent Change 1990-2000","Billion Btu",24.37
"MN","Renewable-Production","Change 1990-2000","Billion Btu",57109
"MN","Renewable-Production","Percent Change 1980-1990","Billion Btu",4.94
"MN","Renewable-Production","Change 1970-1980","Billion Btu",43944
"MN","Renewable-Production","Percent Change 1970-1980","Billion Btu",30.86
"MN","Renewable-Production","Percent Change 2010-2020","Billion Btu",14.84
"MN","Renewable-Production","Percent Change 2000-2010","Billion Btu",48.89
"MN","Renewable-Production","Change 2010-2020","Billion Btu",111512
"MN","Renewable-Production","Change 1980-1990","Billion Btu",8541
"MN","Renewable-Production","Change 2000-2010","Billion Btu",251486
"MO","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-297128
"MO","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",-47478
"MO","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",6.39
"MO","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",-2.29
"MO","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-12.93
"MO","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",131482
"MO","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",12.16
"MO","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",283851
"MO","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",78593
"MO","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",3.08
"MO","Fossil Fuel-Production","Change 1990-2000","Billion Btu",-46784
"MO","Fossil Fuel-Production","Change 2010-2020","Billion Btu",-6878
"MO","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",-75.45
"MO","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",-121.76
"MO","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",4.10
"MO","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",9.67
"MO","Fossil Fuel-Production","Change 1970-1980","Billion Btu",15137
"MO","Fossil Fuel-Production","Change 1980-1990","Billion Btu",-52621
"MO","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",-47.19
"MO","Fossil Fuel-Production","Change 2000-2010","Billion Btu",643
"MO","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",-6.97
"MO","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",13.36
"MO","Nuclear-Consumption","Change 1990-2000","Billion Btu",19570
"MO","Nuclear-Consumption","Change 2000-2010","Billion Btu",-10178
"MO","Nuclear-Consumption","Change 1980-1990","Billion Btu",84635
"MO","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",0
"MO","Nuclear-Consumption","Change 1970-1980","Billion Btu",0
"MO","Nuclear-Consumption","Change 2010-2020","Billion Btu",-13184
"MO","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",-10.31
"MO","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",100.00
"MO","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",20.94
"MO","Renewable-Consumption","Change 1990-2000","Billion Btu",-19856
"MO","Renewable-Consumption","Change 1980-1990","Billion Btu",12269
"MO","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",-44.25
"MO","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",-5.18
"MO","Renewable-Consumption","Change 2000-2010","Billion Btu",77468
"MO","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",10.05
"MO","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",68.92
"MO","Renewable-Consumption","Change 1970-1980","Billion Btu",-2464
"MO","Renewable-Consumption","Change 2010-2020","Billion Btu",16879
"MO","Renewable-Production","Percent Change 1970-1980","Billion Btu",-5.18
"MO","Renewable-Production","Percent Change 1990-2000","Billion Btu",-48.18
"MO","Renewable-Production","Percent Change 2010-2020","Billion Btu",16.74
"MO","Renewable-Production","Change 1990-2000","Billion Btu",-39955
"MO","Renewable-Production","Change 2010-2020","Billion Btu",49886
"MO","Renewable-Production","Change 1980-1990","Billion Btu",20157
"MO","Renewable-Production","Percent Change 1980-1990","Billion Btu",17.87
"MO","Renewable-Production","Percent Change 2000-2010","Billion Btu",66.23
"MO","Renewable-Production","Change 1970-1980","Billion Btu",-4927
"MO","Renewable-Production","Change 2000-2010","Billion Btu",123441
"MS","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",11395
"MS","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",1.03
"MS","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",4.02
"MS","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",4.02
"MS","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",57538
"MS","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",61078
"MS","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",73228
"MS","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",6.93
"MS","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",13.65
"MS","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",175471
"MS","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",-42.59
"MS","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",22.78
"MS","Fossil Fuel-Production","Change 1970-1980","Billion Btu",-169209
"MS","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",-15.49
"MS","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",-19.80
"MS","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",-37.20
"MS","Fossil Fuel-Production","Change 2010-2020","Billion Btu",-73481
"MS","Fossil Fuel-Production","Change 2000-2010","Billion Btu",55420
"MS","Fossil Fuel-Production","Change 1990-2000","Billion Btu",-31541
"MS","Fossil Fuel-Production","Change 1980-1990","Billion Btu",-51684
"MS","Nuclear-Consumption","Change 2010-2020","Billion Btu",-33222
"MS","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",21.88
"MS","Nuclear-Consumption","Change 1990-2000","Billion Btu",32993
"MS","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",100.00
"MS","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",-28.16
"MS","Nuclear-Consumption","Change 1980-1990","Billion Btu",78541
"MS","Nuclear-Consumption","Change 1970-1980","Billion Btu",0
"MS","Nuclear-Consumption","Change 2000-2010","Billion Btu",-10743
"MS","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",0
"MS","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",-6.86
"MS","Renewable-Consumption","Change 1970-1980","Billion Btu",4570
"MS","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",-5.67
"MS","Renewable-Consumption","Change 1990-2000","Billion Btu",-9479
"MS","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",-0.56
"MS","Renewable-Consumption","Change 1980-1990","Billion Btu",46771
"MS","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",8.33
"MS","Renewable-Consumption","Change 2010-2020","Billion Btu",-6015
"MS","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",-8.05
"MS","Renewable-Consumption","Change 2000-2010","Billion Btu",-629
"MS","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",45.01
"MS","Renewable-Production","Percent Change 1970-1980","Billion Btu",8.33
"MS","Renewable-Production","Percent Change 2010-2020","Billion Btu",2.37
"MS","Renewable-Production","Change 1980-1990","Billion Btu",93543
"MS","Renewable-Production","Percent Change 1990-2000","Billion Btu",-8.05
"MS","Renewable-Production","Change 1970-1980","Billion Btu",9140
"MS","Renewable-Production","Change 2000-2010","Billion Btu",-29769
"MS","Renewable-Production","Percent Change 2000-2010","Billion Btu",-15.16
"MS","Renewable-Production","Change 1990-2000","Billion Btu",-18958
"MS","Renewable-Production","Percent Change 1980-1990","Billion Btu",45.01
"MS","Renewable-Production","Change 2010-2020","Billion Btu",4413
"MT","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",5.57
"MT","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",70302
"MT","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-86019
"MT","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",9.52
"MT","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",56132
"MT","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",36402
"MT","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",14.11
"MT","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",14.15
"MT","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-14.67
"MT","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",56570
"MT","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",-0.58
"MT","Fossil Fuel-Production","Change 1990-2000","Billion Btu",-6863
"MT","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",11.79
"MT","Fossil Fuel-Production","Change 1980-1990","Billion Btu",86102
"MT","Fossil Fuel-Production","Change 2010-2020","Billion Btu",-366841
